*HASH_VALUE	sphrase ID	name	* noms français	ia	da	p	pia	pda	description
_31DE647DD74984D4	abfaimhhame07	瞄准人形生物手部 7							
_31DE647ED74984D5	abfaimhhame08	瞄准人形生物手部 8							
_31DE647FD74984D6	abfaimhhame09	瞄准人形生物手部 9							
_74AD9F77D74B99D0	abfaimhhame10	瞄准人形生物手部 10							
_74ADA377D74B99D1	abfaimhhame11	瞄准人形生物手部 11							
_DDEBC5AA9405978B	abfaimhlme01	瞄准人形生物腿部 1							
_1DEBC5AA9415978B	abfaimhlme02	瞄准人形生物腿部 2							
_5DEBC5AA9425978B	abfaimhlme03	瞄准人形生物腿部 3							
_9EEBC5AA9435978B	abfaimhlme04	瞄准人形生物腿部 4							
_DEEBC5AA9445978B	abfaimhlme05	瞄准人形生物腿部 5							
_1EEBC5AA9455978B	abfaimhlme06	瞄准人形生物腿部 6							
_5EEBC5AA9465978B	abfaimhlme07	瞄准人形生物腿部 7							
_9FEBC5AA9475978B	abfaimhlme08	瞄准人形生物腿部 8							
_DFEBC5AA9485978B	abfaimhlme09	瞄准人形生物腿部 9							
_EE2BF597480597AB	abfaimhlme10	瞄准人形生物腿部 10							
_2E2BF597880597AB	abfaimhlme11	瞄准人形生物腿部 11							
_5DEBADAA1205978C	abfaimhfme01	瞄准人形生物脚部 1							
_9DEBADAA1215978C	abfaimhfme02	瞄准人形生物脚部 2							
_DDEBADAA1225978C	abfaimhfme03	瞄准人形生物脚部 3							
_1EEBADAA1235978C	abfaimhfme04	瞄准人形生物脚部 4							
_5EEBADAA1245978C	abfaimhfme05	瞄准人形生物脚部 5							
_9EEBADAA1255978C	abfaimhfme06	瞄准人形生物脚部 6							
_DEEBADAA1265978C	abfaimhfme07	瞄准人形生物脚部 7							
_1FEBADAA1275978C	abfaimhfme08	瞄准人形生物脚部 8							
_5FEBADAA1285978C	abfaimhfme09	瞄准人形生物脚部 9							
_6E2BDD97C60597AC	abfaimhfme10	瞄准人形生物脚部 10							
_AE2BDD97060597AC	abfaimhfme11	瞄准人形生物脚部 11							
_4AB2549AD496AB79	abfaimkhme01	瞄准 Kitin 头部 1							
_CAB2549AD496AB79	abfaimkhme02	瞄准 Kitin 头部 2							
_4AB2549AD496AB79	abfaimkhme03	瞄准 Kitin 头部 3							
_CCB2549AD496AB79	abfaimkhme04	瞄准 Kitin 头部 4							
_4CB2549AD496AB79	abfaimkhme05	瞄准 Kitin 头部 5							
_CCB2549AD496AB79	abfaimkhme06	瞄准 Kitin 头部 6							
_4CB2549AD496AB79	abfaimkhme07	瞄准 Kitin 头部 7							
_CEB2549AD496AB79	abfaimkhme08	瞄准 Kitin 头部 8							
_4EB2549AD496AB79	abfaimkhme09	瞄准 Kitin 头部 9							
_0AC2D4DF95575F48	abfaimkhme10	瞄准 Kitin 头部 10							
_4AC2D4DF95575F49	abfaimkhme11	瞄准 Kitin 头部 11							
_4AB2A89D1436AB79	abfaimkcme01	瞄准 Kitin 身体 1							
_CAB2A89D1436AB79	abfaimkcme02	瞄准 Kitin 身体 2							
_4AB2A89D1436AB79	abfaimkcme03	瞄准 Kitin 身体 3							
_CCB2A89D1436AB79	abfaimkcme04	瞄准 Kitin 身体 4							
_4CB2A89D1436AB79	abfaimkcme05	瞄准 Kitin 身体 5							
_CCB2A89D1436AB79	abfaimkcme06	瞄准 Kitin 身体 6							
_4CB2A89D1436AB79	abfaimkcme07	瞄准 Kitin 身体 7							
_CEB2A89D1436AB79	abfaimkcme08	瞄准 Kitin 身体 8							
_4EB2A89D1436AB79	abfaimkcme09	瞄准 Kitin 身体 9							
_0AC228E2D5F75F48	abfaimkcme10	瞄准 Kitin 身体 10							
_4AC228E2D5F75F49	abfaimkcme11	瞄准 Kitin 身体 11							
_E9929D233079EFD4	abfaimkame01	瞄准 Kitin 前腿上部 1							
_29929D233089EFD4	abfaimkame02	瞄准 Kitin 前腿上部 2							
_69929D233099EFD4	abfaimkame03	瞄准 Kitin 前腿上部 3							
_AA929D2330A9EFD4	abfaimkame04	瞄准 Kitin 前腿上部 4							
_EA929D2330B9EFD4	abfaimkame05	瞄准 Kitin 前腿上部 5							
_2A929D2330C9EFD4	abfaimkame06	瞄准 Kitin 前腿上部 6							
_6A929D2330D9EFD4	abfaimkame07	瞄准 Kitin 前腿上部 7							
_AB929D2330E9EFD4	abfaimkame08	瞄准 Kitin 前腿上部 8							
_EB929D2330F9EFD4	abfaimkame09	瞄准 Kitin 前腿上部 9							
_FAD2CD10E479EFF4	abfaimkame10	瞄准 Kitin 前腿上部 10							
_3AD2CD102479EFF4	abfaimkame11	瞄准 Kitin 前腿上部 11							
_864D4434C2411606	abfaimkhame01	瞄准 Kitin 前腿下部 1							
_865D4434C2411607	abfaimkhame02	瞄准 Kitin 前腿下部 2							
_866D4434C2411608	abfaimkhame03	瞄准 Kitin 前腿下部 3							
_867D4434C2411609	abfaimkhame04	瞄准 Kitin 前腿下部 4							
_868D4434C241160A	abfaimkhame05	瞄准 Kitin 前腿下部 5							
_869D4434C241160B	abfaimkhame06	瞄准 Kitin 前腿下部 6							
_86AD4434C241160C	abfaimkhame07	瞄准 Kitin 前腿下部 7							
_86BD4434C241160D	abfaimkhame08	瞄准 Kitin 前腿下部 8							
_86CD4434C241160E	abfaimkhame09	瞄准 Kitin 前腿下部 9							
_7A4D4454137146F2	abfaimkhame10	瞄准 Kitin 前腿下部 10							
_BA4D4454137146F3	abfaimkhame11	瞄准 Kitin 前腿下部 11							
_2DAA720262FE3B9D	abfaimklme01	瞄准 Kitin 后腿上部 1							
_6DAA720262FE3F9D	abfaimklme02	瞄准 Kitin 后腿上部 2							
_ADAA720262FE439D	abfaimklme03	瞄准 Kitin 后腿上部 3							
_EEAA720262FE479D	abfaimklme04	瞄准 Kitin 后腿上部 4							
_2EAA720262FE4B9D	abfaimklme05	瞄准 Kitin 后腿上部 5							
_6EAA720262FE4F9D	abfaimklme06	瞄准 Kitin 后腿上部 6							
_AEAA720262FE539D	abfaimklme07	瞄准 Kitin 后腿上部 7							
_EFAA720262FE579D	abfaimklme08	瞄准 Kitin 后腿上部 8							
_2FAA720262FE5B9D	abfaimklme09	瞄准 Kitin 后腿上部 9							
_F50E7E0E9DEB3B9D	abfaimklme10	瞄准 Kitin 后腿上部 10							
_350E7E0E9DFB3B9D	abfaimklme11	瞄准 Kitin 后腿上部 11							
_48EF1ACBCBBEB456	abfaimkfme01	瞄准 Kitin 后腿下部 1							
_88EF1ACCCBBEB456	abfaimkfme02	瞄准 Kitin 后腿下部 2							
_C8EF1ACDCBBEB456	abfaimkfme03	瞄准 Kitin 后腿下部 3							
_09EF1ACECBBEB456	abfaimkfme04	瞄准 Kitin 后腿下部 4							
_49EF1ACFCBBEB456	abfaimkfme05	瞄准 Kitin 后腿下部 5							
_89EF1AD0CBBEB456	abfaimkfme06	瞄准 Kitin 后腿下部 6							
_C9EF1AD1CBBEB456	abfaimkfme07	瞄准 Kitin 后腿下部 7							
_0AEF1AD2CBBEB456	abfaimkfme08	瞄准 Kitin 后腿下部 8							
_4AEF1AD3CBBEB456	abfaimkfme09	瞄准 Kitin 后腿下部 9							
_0BCE55CBCBC0C959	abfaimkfme10	瞄准 Kitin 后腿下部 10							
_4BCE59CBCBC0C959	abfaimkfme11	瞄准 Kitin 后腿下部 11							
_6F8944E4C7F6C09D	abfaimqhme01	瞄准四足生物头部 1							
_AF8944E407F6C09D	abfaimqhme02	瞄准四足生物头部 2							
_EF8944E447F6C09D	abfaimqhme03	瞄准四足生物头部 3							
_308944E488F6C09D	abfaimqhme04	瞄准四足生物头部 4							
_708944E4C8F6C09D	abfaimqhme05	瞄准四足生物头部 5							
_B08944E408F6C09D	abfaimqhme06	瞄准四足生物头部 6							
_F08944E448F6C09D	abfaimqhme07	瞄准四足生物头部 7							
_318944E489F6C09D	abfaimqhme08	瞄准四足生物头部 8							
_718944E4C9F6C09D	abfaimqhme09	瞄准四足生物头部 9							
_F05AF8B3C7F640E2	abfaimqhme10	瞄准四足生物头部 10							
_305AF8B4C7F640E2	abfaimqhme11	瞄准四足生物头部 11							
_F12944E485F614A0	abfaimqcme01	瞄准四足生物身体 1							
_312944E4C5F614A0	abfaimqcme02	瞄准四足生物身体 2							
_712944E405F614A0	abfaimqcme03	瞄准四足生物身体 3							
_B22944E446F614A0	abfaimqcme04	瞄准四足生物身体 4							
_F22944E486F614A0	abfaimqcme05	瞄准四足生物身体 5							
_322944E4C6F614A0	abfaimqcme06	瞄准四足生物身体 6							
_722944E406F614A0	abfaimqcme07	瞄准四足生物身体 7							
_B32944E447F614A0	abfaimqcme08	瞄准四足生物身体 8							
_F32944E487F614A0	abfaimqcme09	瞄准四足生物身体 9							
_72FAF8B385F694E5	abfaimqcme10	瞄准四足生物身体 10							
_B2FAF8B485F694E5	abfaimqcme11	瞄准四足生物身体 11							
_8D6C883FA4D60926	abfaimqame01	瞄准四足生物前腿上部 1							
_CD7C883FA4D60926	abfaimqame02	瞄准四足生物前腿上部 2							
_0D8C883FA4D60926	abfaimqame03	瞄准四足生物前腿上部 3							
_4E9C883FA4D60926	abfaimqame04	瞄准四足生物前腿上部 4							
_8EAC883FA4D60926	abfaimqame05	瞄准四足生物前腿上部 5							
_CEBC883FA4D60926	abfaimqame06	瞄准四足生物前腿上部 6							
_0ECC883FA4D60926	abfaimqame07	瞄准四足生物前腿上部 7							
_4FDC883FA4D60926	abfaimqame08	瞄准四足生物前腿上部 8							
_8FEC883FA4D60926	abfaimqame09	瞄准四足生物前腿上部 9							
_017C885FF5063913	abfaimqame10	瞄准四足生物前腿上部 10							
_817C885FF5063913	abfaimqame11	瞄准四足生物前腿上部 11							
_0908B74A96FF5C50	abfaimqhame01	瞄准四足生物前腿下部 1							
_0908B74A960F5C51	abfaimqhame02	瞄准四足生物前腿下部 2							
_0908B74A961F5C52	abfaimqhame03	瞄准四足生物前腿下部 3							
_0908B74A962F5C53	abfaimqhame04	瞄准四足生物前腿下部 4							
_0908B74A963F5C54	abfaimqhame05	瞄准四足生物前腿下部 5							
_0908B74A964F5C55	abfaimqhame06	瞄准四足生物前腿下部 6							
_0908B74A965F5C56	abfaimqhame07	瞄准四足生物前腿下部 7							
_0908B74A966F5C57	abfaimqhame08	瞄准四足生物前腿下部 8							
_0908B74A967F5C58	abfaimqhame09	瞄准四足生物前腿下部 9							
_9A38E7374AFF5C6F	abfaimqhame10	瞄准四足生物前腿下部 10							
_9A38E7378AFF5C70	abfaimqhame11	瞄准四足生物前腿下部 11							
_FCF1D408ABEEDE05	abfaimqlme01	瞄准四足生物后腿上部 1							
_3CF1D808ABEEDE05	abfaimqlme02	瞄准四足生物后腿上部 2							
_7CF1DC08ABEEDE05	abfaimqlme03	瞄准四足生物后腿上部 3							
_BDF1E008ABEEDE05	abfaimqlme04	瞄准四足生物后腿上部 4							
_FDF1E408ABEEDE05	abfaimqlme05	瞄准四足生物后腿上部 5							
_3DF1E808ABEEDE05	abfaimqlme06	瞄准四足生物后腿上部 6							
_7DF1EC08ABEEDE05	abfaimqlme07	瞄准四足生物后腿上部 7							
_BEF1F008ABEEDE05	abfaimqlme08	瞄准四足生物后腿上部 8							
_FEF1F408ABEEDE05	abfaimqlme09	瞄准四足生物后腿上部 9							
_F7EED408B342EA11	abfaimqlme10	瞄准四足生物后腿上部 10							
_37FED408B342EA11	abfaimqlme11	瞄准四足生物后腿上部 11							
_E7B14DC1443386CE	abfaimqfme01	瞄准四足生物后腿下部 1							
_27B14DC1443386CF	abfaimqfme02	瞄准四足生物后腿下部 2							
_67B14DC1443386D0	abfaimqfme03	瞄准四足生物后腿下部 3							
_A8B14DC1443386D1	abfaimqfme04	瞄准四足生物后腿下部 4							
_E8B14DC1443386D2	abfaimqfme05	瞄准四足生物后腿下部 5							
_28B14DC1443386D3	abfaimqfme06	瞄准四足生物后腿下部 6							
_68B14DC1443386D4	abfaimqfme07	瞄准四足生物后腿下部 7							
_A9B14DC1443386D5	abfaimqfme08	瞄准四足生物后腿下部 8							
_E9B14DC1443386D6	abfaimqfme09	瞄准四足生物后腿下部 9							
_A7C362C44702C1CE	abfaimqfme10	瞄准四足生物后腿下部 10							
_E7C362C44702C5CE	abfaimqfme11	瞄准四足生物后腿下部 11							
_7D827A9F9A169ADD	absx_life_aura_01	生命光环 - 能力 1							提升你及附近队友的生命值回复速度。
_BD827AA09A169ADD	absx_life_aura_02	生命光环 - 能力 2							提升你及附近队友的生命值回复速度。
_FD827AA19A169ADD	absx_life_aura_03	生命光环 - 能力 3							提升你及附近队友的生命值回复速度。
_3E827AA29A169ADD	absx_life_aura_04	生命光环 - 能力 4							提升你及附近队友的生命值回复速度。
_7E827AA39A169ADD	absx_life_aura_05	生命光环 - 能力 5							提升你及附近队友的生命值回复速度。
_BE827AA49A169ADD	absx_life_aura_06	生命光环 - 能力 6							提升你及附近队友的生命值回复速度。
_FE827AA59A169ADD	absx_life_aura_07	生命光环 - 能力 7							提升你及附近队友的生命值回复速度。
_3F827AA69A169ADD	absx_life_aura_08	生命光环 - 能力 8							提升你及附近队友的生命值回复速度。
_7F827AA79A169ADD	absx_life_aura_09	生命光环 - 能力 9							提升你及附近队友的生命值回复速度。
_28D7D2C434391ED9	absx_life_aura_10	生命光环 - 能力 10							提升你及附近队友的生命值回复速度。
_28D7D2C534391EDA	absx_life_aura_11	生命光环 - 能力 11							提升你及附近队友的生命值回复速度。
_5EC2C1DC45574888	absf_stamina_aura_01	耐力光环 - 能力 1							提升你及附近队友的耐力回复速度。
_9EC2C5DC45574888	absf_stamina_aura_02	耐力光环 - 能力 2							提升你及附近队友的耐力回复速度。
_DEC2C9DC45574888	absf_stamina_aura_03	耐力光环 - 能力 3							提升你及附近队友的耐力回复速度。
_1FC2CDDC45574888	absf_stamina_aura_04	耐力光环 - 能力 4							提升你及附近队友的耐力回复速度。
_5FC2D1DC45574888	absf_stamina_aura_05	耐力光环 - 能力 5							提升你及附近队友的耐力回复速度。
_9FC2D5DC45574888	absf_stamina_aura_06	耐力光环 - 能力 6							提升你及附近队友的耐力回复速度。
_DFC2D9DC45574888	absf_stamina_aura_07	耐力光环 - 能力 7							提升你及附近队友的耐力回复速度。
_20C2DDDC45574888	absf_stamina_aura_08	耐力光环 - 能力 8							提升你及附近队友的耐力回复速度。
_60C2E1DC45574888	absf_stamina_aura_09	耐力光环 - 能力 9							提升你及附近队友的耐力回复速度。
_4BF7F5F0E317FCE5	absf_stamina_aura_10	耐力光环 - 能力 10							提升你及附近队友的耐力回复速度。
_8B07F5F0E317FCE5	absf_stamina_aura_11	耐力光环 - 能力 11							提升你及附近队友的耐力回复速度。
_949EEDA3871A6D82	absm_sap_aura_01	树液光环 - 能力 1							提升你及附近队友的树液回复速度。
_949EF1A3C71A6D82	absm_sap_aura_02	树液光环 - 能力 2							提升你及附近队友的树液回复速度。
_949EF5A3071A6D82	absm_sap_aura_03	树液光环 - 能力 3							提升你及附近队友的树液回复速度。
_949EF9A3481A6D82	absm_sap_aura_04	树液光环 - 能力 4							提升你及附近队友的树液回复速度。
_949EFDA3881A6D82	absm_sap_aura_05	树液光环 - 能力 5							提升你及附近队友的树液回复速度。
_949E01A3C81A6D82	absm_sap_aura_06	树液光环 - 能力 6							提升你及附近队友的树液回复速度。
_949E05A3081A6D82	absm_sap_aura_07	树液光环 - 能力 7							提升你及附近队友的树液回复速度。
_949E09A3491A6D82	absm_sap_aura_08	树液光环 - 能力 8							提升你及附近队友的树液回复速度。
_949E0DA3891A6D82	absm_sap_aura_09	树液光环 - 能力 9							提升你及附近队友的树液回复速度。
_373A551036814D82	absm_sap_aura_10	树液光环 - 能力 10							提升你及附近队友的树液回复速度。
_374A551076814D82	absm_sap_aura_11	树液光环 - 能力 11							提升你及附近队友的树液回复速度。
_B7CC105E4EAEDFF1	abm_mt_create_sap_crystal_00005	武器树液充能 1 							为所装备武器补充树液。
_B7DC105E4E5EE7F1	abm_mt_create_sap_crystal_00020	武器树液充能 2 							为所装备武器补充树液。
_B7EC105E4E5EF3F1	abm_mt_create_sap_crystal_00050	武器树液充能 3 							为所装备武器补充树液。
_B7FC105E4E5EDFF2	abm_mt_create_sap_crystal_00100	武器树液充能 4 							为所装备武器补充树液。
_8066E813C012ABE9	abm_mt_create_sap_crystal_00160	武器树液充能 5 							为所装备武器补充树液。
_B71C105E4E5EDFF3	abm_mt_create_sap_crystal_00200	武器树液充能 6 							为所装备武器补充树液。
_B72C105E4E5EF3F3	abm_mt_create_sap_crystal_00250	武器树液充能 7 							为所装备武器补充树液。
_39CF0ECB6F809F32	abe_use_item_power	使用物品附魔							释放物品中的附魔。
_2FE18E0A032C174D	abfmf01	环形攻击 1							让你能对所有交战中的敌人造成伤害。
_2FE18E0A433C174D	abfmf02	环形攻击 2							让你能对所有交战中的敌人造成伤害。
_2FE18E0A834C174D	abfmf03	环形攻击 3							让你能对所有交战中的敌人造成伤害。
_2FE18E0AC45C174D	abfmf04	环形攻击 4							让你能对所有交战中的敌人造成伤害。
_2FE18E0A046C174D	abfmf05	环形攻击 5							让你能对所有交战中的敌人造成伤害。
_2FE18E0A447C174D	abfmf06	环形攻击 6							让你能对所有交战中的敌人造成伤害。
_2FE18E0A848C174D	abfmf07	环形攻击 7							让你能对所有交战中的敌人造成伤害。
_2FE18E0AC59C174D	abfmf08	环形攻击 8							让你能对所有交战中的敌人造成伤害。
_2FE18E0A05AC174D	abfmf09	环形攻击 9							让你能对所有交战中的敌人造成伤害。
_A8C7B8531E2D1EEF	abm_ml_fear_00010	恐惧 1							使敌人陷入恐惧而无法战斗，但仍可移动。
_A8C7B8539E3D1EEF	abm_ml_fear_00030	恐惧 2							使敌人陷入恐惧而无法战斗，但仍可移动。
_A8C7B853DF4D1EEF	abm_ml_fear_00040	恐惧 3							使敌人陷入恐惧而无法战斗，但仍可移动。
_A8C7B8531F5D1EEF	abm_ml_fear_00050	恐惧 4							使敌人陷入恐惧而无法战斗，但仍可移动。
_A8C7B8585F6D1EEF	abm_ml_fear_00065	恐惧 5							使敌人陷入恐惧而无法战斗，但仍可移动。
_A8C7B853E07D1EEF	abm_ml_fear_00080	恐惧 6							使敌人陷入恐惧而无法战斗，但仍可移动。
_A8C7B853DE9D1EEF	abm_ml_fear_00100	恐惧 7							使敌人陷入恐惧而无法战斗，但仍可移动。
_A8C7B8535EAD1EEF	abm_ml_fear_00120	恐惧 8							使敌人陷入恐惧而无法战斗，但仍可移动。
_A8C7B853DFBD1EEF	abm_ml_fear_00140	恐惧 9							使敌人陷入恐惧而无法战斗，但仍可移动。
_E4B3A8E6C9E879A5	abm_ml_fear_00160	恐惧 10							使敌人陷入恐惧而无法战斗，但仍可移动。
_E4B3A8E68AE879A5	abm_ml_fear_00180	恐惧 11							使敌人陷入恐惧而无法战斗，但仍可移动。
_E4B3A8E6C8F879A5	abm_ml_fear_00200	恐惧 12							使敌人陷入恐惧而无法战斗，但仍可移动。
_E4B3A8EB88F879A5	abm_ml_fear_00225	恐惧 13							使敌人陷入恐惧而无法战斗，但仍可移动。
_E4B3A8E68AF879A5	abm_ml_fear_00250	恐惧 14							使敌人陷入恐惧而无法战斗，但仍可移动。
_A8334EE19CEDAE8A	abm_ml_mesmerize_00040	催眠 1							使敌人入睡而无法移动或战斗。若其受到攻击并损失数值（生命值、树液、耐力或专注），则会醒来。
_A8334EE19CEDAE8C	abm_ml_mesmerize_00050	催眠 2							使敌人入睡而无法移动或战斗。若其受到攻击并损失数值（生命值、树液、耐力或专注），则会醒来。
_A8334EE19CEDC28E	abm_ml_mesmerize_00065	催眠 3							使敌人入睡而无法移动或战斗。若其受到攻击并损失数值（生命值、树液、耐力或专注），则会醒来。
_A8334EE19CEDAE91	abm_ml_mesmerize_00080	催眠 4							使敌人入睡而无法移动或战斗。若其受到攻击并损失数值（生命值、树液、耐力或专注），则会醒来。
_E8334EE19CEDAE8A	abm_ml_mesmerize_00100	催眠 5							使敌人入睡而无法移动或战斗。若其受到攻击并损失数值（生命值、树液、耐力或专注），则会醒来。
_E8334EE19CEDAE8D	abm_ml_mesmerize_00120	催眠 6							使敌人入睡而无法移动或战斗。若其受到攻击并损失数值（生命值、树液、耐力或专注），则会醒来。
_E8334EE19CEDAE90	abm_ml_mesmerize_00140	催眠 7							使敌人入睡而无法移动或战斗。若其受到攻击并损失数值（生命值、树液、耐力或专注），则会醒来。
_E8334EE19CEDAE93	abm_ml_mesmerize_00160	催眠 8							使敌人入睡而无法移动或战斗。若其受到攻击并损失数值（生命值、树液、耐力或专注），则会醒来。
_E8334EE19CEDAE96	abm_ml_mesmerize_00180	催眠 9							使敌人入睡而无法移动或战斗。若其受到攻击并损失数值（生命值、树液、耐力或专注），则会醒来。
_CC6C14D2585FFEE6	abm_ml_mesmerize_00200	催眠 10							使敌人入睡而无法移动或战斗。若其受到攻击并损失数值（生命值、树液、耐力或专注），则会醒来。
_CC6C14D2585F16E8	abm_ml_mesmerize_00225	催眠 11							使敌人入睡而无法移动或战斗。若其受到攻击并损失数值（生命值、树液、耐力或专注），则会醒来。
_CC6C14D2585F06EB	abm_ml_mesmerize_00250	催眠 12							使敌人入睡而无法移动或战斗。若其受到攻击并损失数值（生命值、树液、耐力或专注），则会醒来。
_3EDA551B258E8E97	abm_ml_stun_00050	眩晕 1							使敌人眩晕而无法移动或战斗。
_3EDA5520659E8E97	abm_ml_stun_00065	眩晕 2							使敌人眩晕而无法移动或战斗。
_3EDA551BE6AE8E97	abm_ml_stun_00080	眩晕 3							使敌人眩晕而无法移动或战斗。
_3EDA551BE4CE8E97	abm_ml_stun_00100	眩晕 4							使敌人眩晕而无法移动或战斗。
_3EDA551B64DE8E97	abm_ml_stun_00120	眩晕 5							使敌人眩晕而无法移动或战斗。
_3EDA551BE5EE8E97	abm_ml_stun_00140	眩晕 6							使敌人眩晕而无法移动或战斗。
_3EDA551B65FE8E97	abm_ml_stun_00160	眩晕 7							使敌人眩晕而无法移动或战斗。
_3EDA551BE60E8E97	abm_ml_stun_00180	眩晕 8							使敌人眩晕而无法移动或战斗。
_3EDA551BE42E8E97	abm_ml_stun_00200	眩晕 9							使敌人眩晕而无法移动或战斗。
_70BB07078FAF27E1	abm_ml_stun_00225	眩晕 10							使敌人眩晕而无法移动或战斗。
_70BB070290AF27E1	abm_ml_stun_00250	眩晕 11							使敌人眩晕而无法移动或战斗。
_7911017DEBE4BAAB	abm_mt_heal_00005	治疗生命 1							为你的目标恢复一定生命值。
_B911017D2BE4BAAB	abm_mt_heal_00015	治疗生命 2							为你的目标恢复一定生命值。
_F911019D6BE4BAAB	abm_mt_heal_00025	治疗生命 3							为你的目标恢复一定生命值。
_3A110198ECE4BAAB	abm_mt_heal_00040	治疗生命 4							为你的目标恢复一定生命值。
_7A11019D6CE4BAAB	abm_mt_heal_00065	治疗生命 5							为你的目标恢复一定生命值。
_BA110198EBF4BAAB	abm_mt_heal_00100	治疗生命 6							为你的目标恢复一定生命值。
_FA110198ECF4BAAB	abm_mt_heal_00140	治疗生命 7							为你的目标恢复一定生命值。
_3B110198EDF4BAAB	abm_mt_heal_00180	治疗生命 8							为你的目标恢复一定生命值。
_7B11019D6B04BAAB	abm_mt_heal_00225	治疗生命 9							为你的目标恢复一定生命值。
_D6F3330FC8EC69E9	abm_mt_life_gift_00010	生命馈赠 1							消耗你的部分生命值来恢复友方目标的生命值。
_D6F33310C8EC69EA	abm_mt_life_gift_00020	生命馈赠 2							消耗你的部分生命值来恢复友方目标的生命值。
_D6F33311C8EC69EB	abm_mt_life_gift_00030	生命馈赠 3							消耗你的部分生命值来恢复友方目标的生命值。
_D6F33312C8EC69ED	abm_mt_life_gift_00050	生命馈赠 4							消耗你的部分生命值来恢复友方目标的生命值。
_D6F33313C8EC69F0	abm_mt_life_gift_00080	生命馈赠 5							消耗你的部分生命值来恢复友方目标的生命值。
_16F33314C8EC69EA	abm_mt_life_gift_00120	生命馈赠 6							消耗你的部分生命值来恢复友方目标的生命值。
_16F33315C8EC69EE	abm_mt_life_gift_00160	生命馈赠 7							消耗你的部分生命值来恢复友方目标的生命值。
_56F33316C8EC69E8	abm_mt_life_gift_00200	生命馈赠 8							消耗你的部分生命值来恢复友方目标的生命值。
_56F33317C8EC69ED	abm_mt_life_gift_00250	生命馈赠 9							消耗你的部分生命值来恢复友方目标的生命值。
_59ED2C6AFADE2136	abm_mt_sap_gift_00005	树液馈赠 1							消耗你的部分生命值来恢复友方目标的树液。
_99ED2C6AFAEE2136	abm_mt_sap_gift_00015	树液馈赠 2							消耗你的部分生命值来恢复友方目标的树液。
_19ED2C6AFAFE2131	abm_mt_sap_gift_00030	树液馈赠 3							消耗你的部分生命值来恢复友方目标的树液。
_5AED2C6AFA0E2131	abm_mt_sap_gift_00040	树液馈赠 4							消耗你的部分生命值来恢复友方目标的树液。
_9AED2C6AFA1E2131	abm_mt_sap_gift_00050	树液馈赠 5							消耗你的部分生命值来恢复友方目标的树液。
_DAED2C6AFA2E2136	abm_mt_sap_gift_00065	树液馈赠 6							消耗你的部分生命值来恢复友方目标的树液。
_5BED2C6AFA3E2131	abm_mt_sap_gift_00080	树液馈赠 7							消耗你的部分生命值来恢复友方目标的树液。
_59FD2C6AFA4E2131	abm_mt_sap_gift_00100	树液馈赠 8							消耗你的部分生命值来恢复友方目标的树液。
_D9FD2C6AFA5E2131	abm_mt_sap_gift_00120	树液馈赠 9							消耗你的部分生命值来恢复友方目标的树液。
_85A191D2CA251EA2	abm_mt_sap_gift_00140	树液馈赠 10							消耗你的部分生命值来恢复友方目标的树液。
_05A191D20A251EA2	abm_mt_sap_gift_00160	树液馈赠 11							消耗你的部分生命值来恢复友方目标的树液。
_86A191D24A251EA2	abm_mt_sap_gift_00180	树液馈赠 12							消耗你的部分生命值来恢复友方目标的树液。
_84B191D28A251EA2	abm_mt_sap_gift_00200	树液馈赠 13							消耗你的部分生命值来恢复友方目标的树液。
_04B191D2CB251EA7	abm_mt_sap_gift_00225	树液馈赠 14							消耗你的部分生命值来恢复友方目标的树液。
_C5B191D20B251EA2	abm_mt_sap_gift_00250	树液馈赠 15							消耗你的部分生命值来恢复友方目标的树液。
_CF11A29C6AA75D05	abm_mt_sta_gift_00005	耐力馈赠 1							消耗你的部分生命值来恢复友方目标的耐力。
_0F21A29C6AA75D05	abm_mt_sta_gift_00015	耐力馈赠 2							消耗你的部分生命值来恢复友方目标的耐力。
_8F31A29C6AA75D00	abm_mt_sta_gift_00030	耐力馈赠 3							消耗你的部分生命值来恢复友方目标的耐力。
_D041A29C6AA75D00	abm_mt_sta_gift_00040	耐力馈赠 4							消耗你的部分生命值来恢复友方目标的耐力。
_1051A29C6AA75D00	abm_mt_sta_gift_00050	耐力馈赠 5							消耗你的部分生命值来恢复友方目标的耐力。
_5061A29C6AA75D05	abm_mt_sta_gift_00065	耐力馈赠 6							消耗你的部分生命值来恢复友方目标的耐力。
_D171A29C6AA75D00	abm_mt_sta_gift_00080	耐力馈赠 7							消耗你的部分生命值来恢复友方目标的耐力。
_CF91A29C6AA75D00	abm_mt_sta_gift_00100	耐力馈赠 8							消耗你的部分生命值来恢复友方目标的耐力。
_4FA1A29C6AA75D00	abm_mt_sta_gift_00120	耐力馈赠 9							消耗你的部分生命值来恢复友方目标的耐力。
_56AAD615E8584728	abm_mt_sta_gift_00140	耐力馈赠 10							消耗你的部分生命值来恢复友方目标的耐力。
_16AAD615E8584728	abm_mt_sta_gift_00160	耐力馈赠 11							消耗你的部分生命值来恢复友方目标的耐力。
_D7AAD615E8584728	abm_mt_sta_gift_00180	耐力馈赠 12							消耗你的部分生命值来恢复友方目标的耐力。
_15BAD615E8584728	abm_mt_sta_gift_00200	耐力馈赠 13							消耗你的部分生命值来恢复友方目标的耐力。
