*HASH_VALUE	outpost ID	name	description
_34A57777DF97E640	driller_havenofpurity_kami_u3_100a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_34A577772097E640	driller_havenofpurity_kami_u3_150a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_99963D5A7AB555EA	driller_havenofpurity_kami_u3_50a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_5AEA192E3339197D	driller_havenofpurity_kami_u4_100a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_5AEA192E7439197D	driller_havenofpurity_kami_u4_150a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_A89F8EC267C9FEB8	driller_havenofpurity_kami_u4_50a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_C24138B180866F97	driller_havenofpurity_karavan_u1_100a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_C29138B180866F97	driller_havenofpurity_karavan_u1_150a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_5C2EFC863C120308	driller_havenofpurity_karavan_u1_50a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_D9D850AE5CD08365	driller_havenofpurity_karavan_u2_100a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_D92850AE5CD08365	driller_havenofpurity_karavan_u2_150a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_8DB1200BFB37D3CC	driller_havenofpurity_karavan_u2_50a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_977C257503E8E1FB	driller_havenofpurity_karavan_u3_100a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_97CC257503E8E1FB	driller_havenofpurity_karavan_u3_150a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_B4630A41ECD0DAE4	driller_havenofpurity_karavan_u3_50a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_0510DE4253F12E5B	driller_havenofpurity_karavan_u4_100a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_0560DE4253F12E5B	driller_havenofpurity_karavan_u4_150a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_CB3E6F6F61941C37	driller_havenofpurity_karavan_u4_50a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_8115C7FAE6DBCB2F	driller_hiddensource_kami_u1_100a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_8115C7FAE62BCB2F	driller_hiddensource_kami_u1_150a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_8115C7FAE6DBCF2F	driller_hiddensource_kami_u1_200a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_F2B76273DAB505A6	driller_hiddensource_kami_u2_100a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品
_5D5FDBC8FDC2E32C	driller_hiddensource_kami_u2_150a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_5D5FDBC8FD72E72C	driller_hiddensource_kami_u2_200a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_047735563C96C8F3	driller_hiddensource_kami_u3_100a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_047735563CE6C8F3	driller_hiddensource_kami_u3_150a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_047735563C96CCF3	driller_hiddensource_kami_u3_200a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_548086BE29AA71C0	driller_hiddensource_kami_u4_100a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_548086BE29FA71C0	driller_hiddensource_kami_u4_150a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_548086BE29AA75C0	driller_hiddensource_kami_u4_200a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_9B5C5C47CAFF87D6	driller_hiddensource_karavan_u1_100a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_9B5C7047CAFF87D6	driller_hiddensource_karavan_u1_150a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_9B5C5C48CAFF87D6	driller_hiddensource_karavan_u1_200a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_38D71215A71A6EFC	driller_hiddensource_karavan_u2_100a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品
_CCDF94CC4934579A	driller_hiddensource_karavan_u2_150a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_CCDF80CD4934579A	driller_hiddensource_karavan_u2_200a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_F3916A02FADD5EB2	driller_hiddensource_karavan_u3_100a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_F3917E02FADD5EB2	driller_hiddensource_karavan_u3_150a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_F3916A03FADD5EB2	driller_hiddensource_karavan_u3_200a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_0A6CCF302EB1A005	driller_hiddensource_karavan_u4_100a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_0A6CE3302EB1A005	driller_hiddensource_karavan_u4_150a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_0A6CCF312EB1A005	driller_hiddensource_karavan_u4_200a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_D2240BEE23AA4022	driller_imperialdunes_kami_u1_50a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_6E6E1FBC3A415820	driller_imperialdunes_kami_u2_50a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_D586794A79653DE8	driller_imperialdunes_kami_u3_50a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_E48FCAB26679E6B6	driller_imperialdunes_kami_u4_50a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_981E38763BC2EB06	driller_imperialdunes_karavan_u1_50a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_C9A15CFBFAE7BBCA	driller_imperialdunes_karavan_u2_50a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_F0534631EB80C2E2	driller_imperialdunes_karavan_u3_50a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_072EAB5F60440435	driller_imperialdunes_karavan_u4_50a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_F38BCB2C34ACACB3	driller_knollofdissent_kami_u1_100a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_F38BCB3134ACACB3	driller_knollofdissent_kami_u1_150a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_21B84C09ACBB706A	driller_knollofdissent_kami_u1_50a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_63956BB4D58C7666	driller_knollofdissent_kami_u2_100a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_63956BB9D58C7666	driller_knollofdissent_kami_u2_150a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_4C148C700D2469DB	driller_knollofdissent_kami_u2_50a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_E95F2FF722F8E2E8	driller_knollofdissent_kami_u3_100a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_E95F2FFC22F8E2E8	driller_knollofdissent_kami_u3_150a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_AC76BF629FB88975	driller_knollofdissent_kami_u3_50a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_FEE70E48ACC6D679	driller_knollofdissent_kami_u4_100a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_FEE70E4DACC6D679	driller_knollofdissent_kami_u4_150a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_D2BB6119F35AC0B1	driller_knollofdissent_kami_u4_50a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_4D601A7EDF173E17	driller_knollofdissent_karavan_u1_100a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_8E601A7EDF173E17	driller_knollofdissent_karavan_u1_150a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_05706D691063FF7D	driller_knollofdissent_karavan_u1_50a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_AEC90FF00A737E7E	driller_knollofdissent_karavan_u2_100a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_EFC90FF00A737E7E	driller_knollofdissent_karavan_u2_150a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_1C078567ACAD134B	driller_knollofdissent_karavan_u2_50a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_3E1D2B8B6AE5D16A	driller_knollofdissent_karavan_u3_100a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_7F1D2B8B6AE5D16A	driller_knollofdissent_karavan_u3_150a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_DAAB5A2F13C571E1	driller_knollofdissent_karavan_u3_50a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_94FF5EC8901A5327	driller_knollofdissent_karavan_u4_100a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_D5FF5EC8901A5327	driller_knollofdissent_karavan_u4_150a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_483F13FD22CEBE41	driller_knollofdissent_karavan_u4_50a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_B93A9330748C3CB1	driller_knotofdementia_kami_u1_100a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_B93A9335748C3CB1	driller_knotofdementia_kami_u1_150a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_B93A9330B48C3CB1	driller_knotofdementia_kami_u1_200a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_81E0F2DD280441EA	driller_knotofdementia_kami_u2_100a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品
_294433BD156C0664	driller_knotofdementia_kami_u2_150a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_294433B8556C0664	driller_knotofdementia_kami_u2_200a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_AF0EF7FB62D872E6	driller_knotofdementia_kami_u3_100a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_AF0EF70062D872E6	driller_knotofdementia_kami_u3_150a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_AF0EF7FBA2D872E6	driller_knotofdementia_kami_u3_200a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_C496D64CECA66677	driller_knotofdementia_kami_u4_100a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_C496D651ECA66677	driller_knotofdementia_kami_u4_150a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_C496D64C2CA66677	driller_knotofdementia_kami_u4_200a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_130FE2821FF7CE15	driller_knotofdementia_karavan_u1_100a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_540FE2821FF7CE15	driller_knotofdementia_karavan_u1_150a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_131FE2821FF7CE15	driller_knotofdementia_karavan_u1_200a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_7EFDBE43AC6AB6EC	driller_knotofdementia_karavan_u2_100a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品
_B578D7F44A530E7C	driller_knotofdementia_karavan_u2_150a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_7488D7F44A530E7C	driller_knotofdementia_karavan_u2_200a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_04CCF38FAAC56168	driller_knotofdementia_karavan_u3_100a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_45CCF38FAAC56168	driller_knotofdementia_karavan_u3_150a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_04DCF38FAAC56168	driller_knotofdementia_karavan_u3_200a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_5AAE26CCD0FAE325	driller_knotofdementia_karavan_u4_100a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_9BAE26CCD0FAE325	driller_knotofdementia_karavan_u4_150a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_5ABE26CCD0FAE325	driller_knotofdementia_karavan_u4_200a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_F6CA7B2FF67D5CB1	driller_lagoonsofloria_kami_u1_150a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_F6DA7B2FF67D5CB1	driller_lagoonsofloria_kami_u1_150b.outpost_building	钻木机供品	制造原材料 + 消耗品 
_F6CA7B2A367D5CB1	driller_lagoonsofloria_kami_u1_200a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_F6DA7B2A367D5CB1	driller_lagoonsofloria_kami_u1_200b.outpost_building	钻木机供品	制造原材料 + 消耗品 
_F6CA7B2F367D5CB1	driller_lagoonsofloria_kami_u1_250a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_F6DA7B2F367D5CB1	driller_lagoonsofloria_kami_u1_250b.outpost_building	钻木机供品	制造原材料 + 消耗品 
_66D41BB7975D2664	driller_lagoonsofloria_kami_u2_150a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_66E41BB7975D2664	driller_lagoonsofloria_kami_u2_150b.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_66D41BB2D75D2664	driller_lagoonsofloria_kami_u2_200a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_66E41BB2D75D2664	driller_lagoonsofloria_kami_u2_200b.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_66D41BB7D75D2664	driller_lagoonsofloria_kami_u2_250a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_66E41BB7D75D2664	driller_lagoonsofloria_kami_u2_250b.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_EC9EDFFAE4C992E6	driller_lagoonsofloria_kami_u3_150a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_ECAEDFFAE4C992E6	driller_lagoonsofloria_kami_u3_150b.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_EC9EDFF524C992E6	driller_lagoonsofloria_kami_u3_200a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_ECAEDFF524C992E6	driller_lagoonsofloria_kami_u3_200b.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_EC9EDFFA24C992E6	driller_lagoonsofloria_kami_u3_250a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_ECAEDFFA24C992E6	driller_lagoonsofloria_kami_u3_250b.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_0126BE4B6E978677	driller_lagoonsofloria_kami_u4_150a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_0136BE4B6E978677	driller_lagoonsofloria_kami_u4_150b.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_0126BE46AE978677	driller_lagoonsofloria_kami_u4_200a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_0136BE46AE978677	driller_lagoonsofloria_kami_u4_200b.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_0126BE4BAE978677	driller_lagoonsofloria_kami_u4_250a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_0136BE4BAE978677	driller_lagoonsofloria_kami_u4_250b.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_919FCA7CA1E8EE15	driller_lagoonsofloria_karavan_u1_150a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_919FCA7CA1E8F215	driller_lagoonsofloria_karavan_u1_150b.outpost_building	大钻机供品	制造原材料 + 消耗品 
_50AFCA7CA1E8EE15	driller_lagoonsofloria_karavan_u1_200a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_50AFCA7CA1E8F215	driller_lagoonsofloria_karavan_u1_200b.outpost_building	大钻机供品	制造原材料 + 消耗品 
_91AFCA7CA1E8EE15	driller_lagoonsofloria_karavan_u1_250a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_91AFCA7CA1E8F215	driller_lagoonsofloria_karavan_u1_250b.outpost_building	大钻机供品	制造原材料 + 消耗品 
_F208BFEECC442E7C	driller_lagoonsofloria_karavan_u2_150a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_F208BFEECC44327C	driller_lagoonsofloria_karavan_u2_150b.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_B118BFEECC442E7C	driller_lagoonsofloria_karavan_u2_200a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_B118BFEECC44327C	driller_lagoonsofloria_karavan_u2_200b.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_F218BFEECC442E7C	driller_lagoonsofloria_karavan_u2_250a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_F218BFEECC44327C	driller_lagoonsofloria_karavan_u2_250b.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_825CDB892CB68168	driller_lagoonsofloria_karavan_u3_150a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_825CDB892CB68568	driller_lagoonsofloria_karavan_u3_150b.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_416CDB892CB68168	driller_lagoonsofloria_karavan_u3_200a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_416CDB892CB68568	driller_lagoonsofloria_karavan_u3_200b.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_826CDB892CB68168	driller_lagoonsofloria_karavan_u3_250a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_826CDB892CB68568	driller_lagoonsofloria_karavan_u3_250b.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_D83E0EC652EB0325	driller_lagoonsofloria_karavan_u4_150a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_D83E0EC652EB0725	driller_lagoonsofloria_karavan_u4_150b.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_974E0EC652EB0325	driller_lagoonsofloria_karavan_u4_200a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_974E0EC652EB0725	driller_lagoonsofloria_karavan_u4_200b.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_D84E0EC652EB0325	driller_lagoonsofloria_karavan_u4_250a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_D84E0EC652EB0725	driller_lagoonsofloria_karavan_u4_250b.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_405AB588D9C6B2E1	driller_libertylake_kami_u1_50a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_E14A7B3B49D05269	driller_libertylake_kami_u2_50a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_2EC6E3BDCF9A16AC	driller_libertylake_kami_u3_50a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_B8A4D34EE422F5FD	driller_libertylake_kami_u4_50a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_DA980217AC4E3472	driller_libertylake_karavan_u1_50a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_05F4427E0DB72DE3	driller_libertylake_karavan_u2_50a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_6566956A9D0B4D7D	driller_libertylake_karavan_u3_50a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_8B9B1727F3ED84B9	driller_libertylake_karavan_u4_50a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_C7BEE3E29FA727EE	driller_maidengrove_kami_u1_100a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_00CAC1975AA59AD4	driller_maidengrove_kami_u1_50a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_46F3B3A6D02A4B73	driller_maidengrove_kami_u2_100a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_A1BA874ACAAF3A5C	driller_maidengrove_kami_u2_50a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_F79CBABDF53C55AD	driller_maidengrove_kami_u3_100a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_EE36EFCC5079FE9F	driller_maidengrove_kami_u3_50a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_2B70FC110EB79AD7	driller_maidengrove_kami_u4_100a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_7814DF5D6501DDF0	driller_maidengrove_kami_u4_50a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_70027347F2DE709D	driller_maidengrove_karavan_u1_100a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_9A080E262D2D1C65	driller_maidengrove_karavan_u1_50a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_E00C13CF93BE3A50	driller_maidengrove_karavan_u2_100a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_C5644E8D8E9615D6	driller_maidengrove_karavan_u2_50a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_A756BF0ADF2AA6D2	driller_maidengrove_karavan_u3_100a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_25D6A1791EEA3570	driller_maidengrove_karavan_u3_50a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_7B5EB6636AF89A63	driller_maidengrove_karavan_u4_100a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_4B0B233674CC6CAC	driller_maidengrove_karavan_u4_50a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_1F58D0096BEB6C68	driller_majesticgarden_kami_u1_50a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_4AB41070CC5465D9	driller_majesticgarden_kami_u2_50a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_AA1643625EE88573	driller_majesticgarden_kami_u3_50a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_D05BE519B28ABCAF	driller_majesticgarden_kami_u4_50a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_0310F169CF93FB7B	driller_majesticgarden_karavan_u1_50a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_1AA709676BDD0F49	driller_majesticgarden_karavan_u2_50a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_D84BDE2FD2F56DDF	driller_majesticgarden_karavan_u3_50a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_46DF97FDE1FEBA3F	driller_majesticgarden_karavan_u4_50a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_C6F5BFEDE65A9740	driller_oflovakoasis_kami_u1_100a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_037293E0DF272F21	driller_oflovakoasis_kami_u1_50a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_A23FD3BBFDF1AF3D	driller_oflovakoasis_kami_u2_100a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_C29763A410AA53A6	driller_oflovakoasis_kami_u2_50a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_49572D493C159404	driller_oflovakoasis_kami_u3_100a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_B3306ABB35BC5DE0	driller_oflovakoasis_kami_u3_50a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_99607EB129293DD1	driller_oflovakoasis_kami_u4_100a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_28F4AC0F4E37A20A	driller_oflovakoasis_kami_u4_50a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_E03C543ACA7E53E7	driller_oflovakoasis_karavan_u1_100a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_FBA2CF2B002B758C	driller_oflovakoasis_karavan_u1_50a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_11BF78BF49B323AB	driller_oflovakoasis_karavan_u2_100a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_6BAC6FB3A11B3B3F	driller_oflovakoasis_karavan_u2_50a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
_387162F5FA5C2AC3	driller_oflovakoasis_karavan_u3_100a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_32F61BEEED97A3C1	driller_oflovakoasis_karavan_u3_50a.outpost_building	高速大钻机供品	制造原材料 + 消耗品（速度 x1.5） 
_4F4CC7232E306C16	driller_oflovakoasis_karavan_u4_100a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_06FE124778759352	driller_oflovakoasis_karavan_u4_50a.outpost_building	高级大钻机供品	制造原材料 + 消耗品（速度 x2） 
_E869E736E810FA94	driller_thefount_kami_u1_100a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_E8B9E736E810FA94	driller_thefount_kami_u1_150a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_E1367F17258DCE87	driller_thefount_kami_u1_50a.outpost_building	钻木机供品	制造原材料 + 消耗品 
_FF00FF33C45A0E62	driller_thefount_kami_u2_100a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_FF50FF33C45A0E62	driller_thefount_kami_u2_150a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_12B9A39CE4B29E4B	driller_thefount_kami_u2_50a.outpost_building	水晶钻木机供品	制造原材料 + 双倍消耗品 
_3E24E4FA6B7268F0	driller_thefount_kami_u3_100a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_3E74E4FA6B7268F0	driller_thefount_kami_u3_150a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_37CBADD6D54BA562	driller_thefount_kami_u3_50a.outpost_building	加固钻木机供品	制造原材料 + 消耗品（速度 x1.5） 
_2B388DC7BB7BB958	driller_thefount_kami_u4_100a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_2B888DC7BB7BB958	driller_thefount_kami_u4_150a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_5046F2004A0FE7B6	driller_thefount_kami_u4_50a.outpost_building	高级钻木机供品	制造原材料 + 消耗品（速度 x2） 
_CC8DA3DD02578FE1	driller_thefount_karavan_u1_100a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_CC8DA3DD0257A3E1	driller_thefount_karavan_u1_150a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_023AC5821DBD0AD2	driller_thefount_karavan_u1_50a.outpost_building	大钻机供品	制造原材料 + 消耗品 
_4BC273A133DAB366	driller_thefount_karavan_u2_100a.outpost_building	水晶大钻机供品	制造原材料 + 双倍消耗品 
