*HASH_VALUE	sbrick ID	name	* noms français	ia	da	p	pia	pda	description	description2	*commentaires
_8E4C70CE67D0A8F8	bccpea07	手雷砸击弹药							手雷砸击弹药的制造图样。		
_E93A74CCE7B14555	bccpea08	手雷穿刺弹药							手雷穿刺弹药的制造图样。		
_294A84CBE8E1455A	bccpea09	手雷劈砍弹药							手雷劈砍弹药的制造图样。		
_FDB6D217FED5EDB4	bccpea10	投射器砸击弹药							投射器砸击弹药的制造图样。		
_FA85FE2517BB4EA7	bccpea11	投射器穿刺弹药							投射器穿刺弹药的制造图样。		
_3975162857BB62AD	bccpea12	投射器劈砍弹药							投射器劈砍弹药的制造图样。		
_7922DDC9E331BBC1	bccpea13	弓手枪砸击弹药							弓手枪砸击弹药的制造图样。		
_F7E47A377E0FDBA1	bccpea14	弓手枪穿刺弹药							弓手枪穿刺弹药的制造图样。		
_79447A37BEAFE399	bccpea15	弓手枪劈砍弹药							弓手枪劈砍弹药的制造图样。		
_322067D122B517C7	bccpea16	手枪砸击弹药							手枪砸击弹药的制造图样。		
_C647CCBDE7B40BD5	bccpea17	手枪穿刺弹药							手枪穿刺弹药的制造图样。		
_0857BCC5287417D8	bccpea18	手枪劈砍弹药							手枪劈砍弹药的制造图样。		
_B1FBA9817758513D	bccpea19	步枪砸击弹药							步枪砸击弹药的制造图样。		
_F0CB56DFCE38612D	bccpea20	步枪穿刺弹药							步枪穿刺弹药的制造图样。		
_B14B5ADBCFB86529	bccpea21	步枪劈砍弹药							步枪劈砍弹药的制造图样。		
_156E9C7913169759	bccsea01	小圆盾							小圆盾的制造图样。		
_9233EBD03E7376F5	bccsea02	盾牌							盾牌的制造图样。		
_E4FB0E6C0E61A0FC	bcoa01	生命值加成 1							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 1 - 生命值：$cr_hp	
_E40B0E6D0E61A4FC	bcoa02	生命值加成 2							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 2 - 生命值：$cr_hp	
_E41B0E6E0E61A8FC	bcoa03	生命值加成 3							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 3 - 生命值：$cr_hp	
_E42B0E6F0E61ACFC	bcoa04	生命值加成 4							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 4 - 生命值：$cr_hp	
_E43B0E700E61B0FC	bcoa05	生命值加成 5							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 5 - 生命值：$cr_hp	
_E44B0E710E61B4FC	bcoa06	生命值加成 6							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 6 - 生命值：$cr_hp	
_E45B0E720E61B8FC	bcoa07	生命值加成 7							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 7 - 生命值：$cr_hp	
_E46B0E730E61BCFC	bcoa08	生命值加成 8							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 8 - 生命值：$cr_hp	
_E47B0E740E61C0FC	bcoa09	生命值加成 9							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 9 - 生命值：$cr_hp	
_68F1E0127D3C6FBF	bcoa10	生命值加成 10							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 10 - 生命值：$cr_hp	
_A801E0127D3C73BF	bcoa11	生命值加成 11							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 11 - 生命值：$cr_hp	
_E811E0127D3C77BF	bcoa12	生命值加成 12							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 12 - 生命值：$cr_hp	
_2821E0127D3C7BBF	bcoa13	生命值加成 13							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 13 - 生命值：$cr_hp	
_6931E0127D3C7FBF	bcoa14	生命值加成 14							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 14 - 生命值：$cr_hp	
_A941E0127D3C83BF	bcoa15	生命值加成 15							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 15 - 生命值：$cr_hp	
_E951E0127D3C87BF	bcoa16	生命值加成 16							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 16 - 生命值：$cr_hp	
_2961E0127D3C8BBF	bcoa17	生命值加成 17							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 17 - 生命值：$cr_hp	
_6A71E0127D3C8FBF	bcoa18	生命值加成 18							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 18 - 生命值：$cr_hp	
_AA81E0127D3C93BF	bcoa19	生命值加成 19							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 19 - 生命值：$cr_hp	
_6801E4127D3C6FC0	bcoa20	生命值加成 20							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 20 - 生命值：$cr_hp	
_A811E4127D3C73C0	bcoa21	生命值加成 21							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 21 - 生命值：$cr_hp	
_E821E4127D3C77C0	bcoa22	生命值加成 22							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 22 - 生命值：$cr_hp	
_2831E4127D3C7BC0	bcoa23	生命值加成 23							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 23 - 生命值：$cr_hp	
_6941E4127D3C7FC0	bcoa24	生命值加成 24							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 24 - 生命值：$cr_hp	
_A951E4127D3C83C0	bcoa25	生命值加成 25							为制造物添加加成，装备时使持有者的生命值上限提高 $cr_hp。	生命值加成 25 - 生命值：$cr_hp	
_9E03BB18E19C4C02	bcob01	树液加成 1							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 1 - 树液：$cr_sap	
_9E03BB18E1AC5003	bcob02	树液加成 2							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 2 - 树液：$cr_sap	
_9E03BB18E1BC5404	bcob03	树液加成 3							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 3 - 树液：$cr_sap	
_9E03BB18E1CC5805	bcob04	树液加成 4							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 4 - 树液：$cr_sap	
_9E03BB18E1DC5C06	bcob05	树液加成 5							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 5 - 树液：$cr_sap	
_9E03BB18E1EC6007	bcob06	树液加成 6							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 6 - 树液：$cr_sap	
_9E03BB18E1FC6408	bcob07	树液加成 7							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 7 - 树液：$cr_sap	
_9E03BB18E10C6809	bcob08	树液加成 8							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 8 - 树液：$cr_sap	
_9E03BB18E11C6C0A	bcob09	树液加成 9							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 9 - 树液：$cr_sap	
_B130A22955CE5582	bcob10	树液加成 10							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 10 - 树液：$cr_sap	
_B130A22A55CE5D82	bcob11	树液加成 11							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 11 - 树液：$cr_sap	
_B130A22B55CE6582	bcob12	树液加成 12							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 12 - 树液：$cr_sap	
_B130A22C55CE6D82	bcob13	树液加成 13							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 13 - 树液：$cr_sap	
_B130A22D55CE7582	bcob14	树液加成 14							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 14 - 树液：$cr_sap	
_B130A22E55CE7D82	bcob15	树液加成 15							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 15 - 树液：$cr_sap	
_B130A22F55CE8582	bcob16	树液加成 16							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 16 - 树液：$cr_sap	
_B130A23055CE8D82	bcob17	树液加成 17							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 17 - 树液：$cr_sap	
_B130A23155CE9582	bcob18	树液加成 18							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 18 - 树液：$cr_sap	
_B130A23255CE9D82	bcob19	树液加成 19							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 19 - 树液：$cr_sap	
_B130A22995CE5584	bcob20	树液加成 20							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 20 - 树液：$cr_sap	
_B130A22A95CE5D84	bcob21	树液加成 21							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 21 - 树液：$cr_sap	
_B130A22B95CE6584	bcob22	树液加成 22							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 22 - 树液：$cr_sap	
_B130A22C95CE6D84	bcob23	树液加成 23							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 23 - 树液：$cr_sap	
_B130A22D95CE7584	bcob24	树液加成 24							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 24 - 树液：$cr_sap	
_B130A22E95CE7D84	bcob25	树液加成 25							为制造物添加加成，装备时使持有者的树液上限提高 $cr_sap。	树液加成 25 - 树液：$cr_sap	
_8B1405AD4B9C8595	bcoc01	耐力加成 1							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 1 - 耐力：$cr_sta	
_8B2405AE4B9C8995	bcoc02	耐力加成 2							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 2 - 耐力：$cr_sta	
_8B3405AF4B9C8D95	bcoc03	耐力加成 3							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 3 - 耐力：$cr_sta	
_8B4405B04B9C9195	bcoc04	耐力加成 4							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 4 - 耐力：$cr_sta	
_8B5405B14B9C9595	bcoc05	耐力加成 5							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 5 - 耐力：$cr_sta	
_8B6405B24B9C9995	bcoc06	耐力加成 6							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 6 - 耐力：$cr_sta	
_8B7405B34B9C9D95	bcoc07	耐力加成 7							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 7 - 耐力：$cr_sta	
_8B8405B44B9CA195	bcoc08	耐力加成 8							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 8 - 耐力：$cr_sta	
_8B9405B54B9CA595	bcoc09	耐力加成 9							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 9 - 耐力：$cr_sta	
_DCE12F78B46F077B	bcoc10	耐力加成 10							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 10 - 耐力：$cr_sta	
_DCE13378B46F0B7C	bcoc11	耐力加成 11							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 11 - 耐力：$cr_sta	
_DCE13778B46F0F7D	bcoc12	耐力加成 12							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 12 - 耐力：$cr_sta	
_DCE13B78B46F137E	bcoc13	耐力加成 13							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 13 - 耐力：$cr_sta	
_DCE13F78B46F177F	bcoc14	耐力加成 14							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 14 - 耐力：$cr_sta	
_DCE14378B46F1B80	bcoc15	耐力加成 15							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 15 - 耐力：$cr_sta	
_DCE14778B46F1F81	bcoc16	耐力加成 16							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 16 - 耐力：$cr_sta	
_DCE14B78B46F2382	bcoc17	耐力加成 17							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 17 - 耐力：$cr_sta	
_DCE14F78B46F2783	bcoc18	耐力加成 18							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 18 - 耐力：$cr_sta	
_DCE15378B46F2B84	bcoc19	耐力加成 19							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 19 - 耐力：$cr_sta	
_1CE12F79B46F077C	bcoc20	耐力加成 20							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 20 - 耐力：$cr_sta	
_1CE13379B46F0B7D	bcoc21	耐力加成 21							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 21 - 耐力：$cr_sta	
_1CE13779B46F0F7E	bcoc22	耐力加成 22							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 22 - 耐力：$cr_sta	
_1CE13B79B46F137F	bcoc23	耐力加成 23							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 23 - 耐力：$cr_sta	
_1CE13F79B46F1780	bcoc24	耐力加成 24							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 24 - 耐力：$cr_sta	
_1CE14379B46F1B81	bcoc25	耐力加成 25							为制造物添加加成，装备时使持有者的耐力上限提高 $cr_sta。	耐力加成 25 - 耐力：$cr_sta	
_852720F7F84EDF04	bcod01	专注加成 1							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 1 - 专注：$cr_focus	
_852720F7F86EE304	bcod02	专注加成 2							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 2 - 专注：$cr_focus	
_852720F7F88EE704	bcod03	专注加成 3							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 3 - 专注：$cr_focus	
_852720F7F8AEEB04	bcod04	专注加成 4							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 4 - 专注：$cr_focus	
_852720F7F8CEEF04	bcod05	专注加成 5							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 5 - 专注：$cr_focus	
_852720F7F8EEF304	bcod06	专注加成 6							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 6 - 专注：$cr_focus	
_852720F7F80EF704	bcod07	专注加成 7							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 7 - 专注：$cr_focus	
_852720F7F82EFB04	bcod08	专注加成 8							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 8 - 专注：$cr_focus	
_852720F7F84EFF04	bcod09	专注加成 9							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 9 - 专注：$cr_focus	
_6EFD9EAB1375E0FE	bcod10	专注加成 10							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 10 - 专注：$cr_focus	
_6EFD9EAC5375E4FE	bcod11	专注加成 11							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 11 - 专注：$cr_focus	
_6EFD9EAD9375E8FE	bcod12	专注加成 12							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 12 - 专注：$cr_focus	
_6EFD9EAED375ECFE	bcod13	专注加成 13							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 13 - 专注：$cr_focus	
_6EFD9EAF1475F0FE	bcod14	专注加成 14							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 14 - 专注：$cr_focus	
_6EFD9EB05475F4FE	bcod15	专注加成 15							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 15 - 专注：$cr_focus	
_6EFD9EB19475F8FE	bcod16	专注加成 16							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 16 - 专注：$cr_focus	
_6EFD9EB2D475FCFE	bcod17	专注加成 17							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 17 - 专注：$cr_focus	
_6EFD9EB3157500FE	bcod18	专注加成 18							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 18 - 专注：$cr_focus	
_6EFD9EB4557504FE	bcod19	专注加成 19							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 19 - 专注：$cr_focus	
_6EFD9EAB5385E0FF	bcod20	专注加成 20							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 20 - 专注：$cr_focus	
_6EFD9EAC9385E4FF	bcod21	专注加成 21							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 21 - 专注：$cr_focus	
_6EFD9EADD385E8FF	bcod22	专注加成 22							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 22 - 专注：$cr_focus	
_6EFD9EAE1385ECFF	bcod23	专注加成 23							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 23 - 专注：$cr_focus	
_6EFD9EAF5485F0FF	bcod24	专注加成 24							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 24 - 专注：$cr_focus	
_6EFD9EB09485F4FF	bcod25	专注加成 25							为制造物添加加成，装备时使持有者的专注上限提高 $cr_focus。	专注加成 25 - 专注：$cr_focus	
_4FDE9B89701DA49D	bmov00010	吸血 1							窃取敌人生命，上限 $MA_VAMPIRISE 点生命值。此选项必须与造成伤害的法术一同使用。	吸血效果 1 - 最多窃取 $MA_VAMPIRISE 点生命值	
_8FDE9B8F701DA49D	bmov00015	吸血 2							窃取敌人生命，上限 $MA_VAMPIRISE 点生命值。此选项必须与造成伤害的法术一同使用。	吸血效果 2 - 最多窃取 $MA_VAMPIRISE 点生命值	
_CFDE9B8BB01DA49D	bmov00020	吸血 3							窃取敌人生命，上限 $MA_VAMPIRISE 点生命值。此选项必须与造成伤害的法术一同使用。	吸血效果 3 - 最多窃取 $MA_VAMPIRISE 点生命值	
_10DE9B91B01DA49D	bmov00025	吸血 4							窃取敌人生命，上限 $MA_VAMPIRISE 点生命值。此选项必须与造成伤害的法术一同使用。	吸血效果 4 - 最多窃取 $MA_VAMPIRISE 点生命值	
_50DE9B8DF01DA49D	bmov00030	吸血 5							窃取敌人生命，上限 $MA_VAMPIRISE 点生命值。此选项必须与造成伤害的法术一同使用。	吸血效果 5 - 最多窃取 $MA_VAMPIRISE 点生命值	
_90DE9B8E311DA49D	bmov00040	吸血 6							窃取敌人生命，上限 $MA_VAMPIRISE 点生命值。此选项必须与造成伤害的法术一同使用。	吸血效果 6 - 最多窃取 $MA_VAMPIRISE 点生命值	
_D0DE9B8F711DA49D	bmov00050	吸血 7							窃取敌人生命，上限 $MA_VAMPIRISE 点生命值。此选项必须与造成伤害的法术一同使用。	吸血效果 7 - 最多窃取 $MA_VAMPIRISE 点生命值	
_43DACFBB30CB9E8F	BMOALMB00015	失明 1							使平均技能等级不超过 $MA_LINK_POWER 的敌人失明。	失明 1 - 能力：$MA_LINK_POWER	
_C52A02EF27EC57D3	BMOALMA00010	迟缓攻击 1							降低平均技能等级不超过 $MA_LINK_POWER 的敌人的攻击频率。	迟缓攻击 1 - 能力：$MA_LINK_POWER	
_68F0A9210E3D2F18	BMOETMA00015	酸蚀伤害 2							造成 $MA_DMG 点酸蚀伤害。	酸蚀伤害 2 - 伤害：$MA_DMG	
_18A0F3F5FE8DB389	BMSTMP00030	自我治疗 3							让你恢复 $MA_HEAL 点生命值。	自我治疗 3 - 生命值：$MA_HEAL	
_18A007F5FE8DBB89	BMSTMP00050	自我治疗 5							让你恢复 $MA_HEAL 点生命值。	自我治疗 5 - 生命值：$MA_HEAL	
_18A017F5FE8DC389	BMSTMP00080	自我治疗 7							让你恢复 $MA_HEAL 点生命值。	自我治疗 7 - 生命值：$MA_HEAL	
_18A003F6FE8DCB89	BMSTMP00120	自我治疗 9							让你恢复 $MA_HEAL 点生命值。	自我治疗 9 - 生命值：$MA_HEAL	
_57359673AA5C9C28	BMSTMP00160	自我治疗 11							让你恢复 $MA_HEAL 点生命值。	自我治疗 11 - 生命值：$MA_HEAL	
_57457E74AA7C9C28	BMSTMP00200	自我治疗 13							让你恢复 $MA_HEAL 点生命值。	自我治疗 13 - 生命值：$MA_HEAL	
_57559274AA9C9C28	BMSTMP00250	自我治疗 15							让你恢复 $MA_HEAL 点生命值。	自我治疗 15 - 生命值：$MA_HEAL	
_29290BF3D0AF98F0	BMSTMA00020	自我树液恩赐 2							让你恢复 $1MA_HEAL 点树液。	自我树液恩赐 2 - 树液：$1MA_HEAL	
_E952F3213E6DB584	BMSTMT00015	自我耐力恩赐 2							让你恢复 $1MA_HEAL 点耐力。	自我耐力恩赐 2 - 耐力：$2MA_HEAL	
_00C461219A4F8DC5	bcfaea17	施法者靴子 - 基础品质							Fyros 施法者靴子的制造图样。		
_576DF3F6121951CF	bcfaea18	施法者手套 - 基础品质							Fyros 施法者手套的制造图样。		
_A97F76824A6B9617	bcfaed07_facp	施法者裤子 - 基础品质							Fyros 施法者裤子的制造图样。		
_DAD6FCBF70E8E524	bcfaea20	施法者护臂 - 基础品质							Fyros 施法者护臂的制造图样。		
_3D6FF8E2A2DA9EDA	bcfaea21	施法者背心 - 基础品质							Fyros 施法者背心的制造图样。		
_7F54E92A94BF8DC5	bcmaea17	施法者靴子 - 基础品质							Matis 施法者靴子的制造图样。		
_D69D9BE5D41951CF	bcmaea18	施法者手套 - 基础品质							Matis 施法者手套的制造图样。		
_6BEF927CCB8ABAFF	bcmaed07_macp	施法者裤子 - 基础品质							Matis 施法者裤子的制造图样。		
_D8863CCD70E8E524	bcmaea20	施法者护臂 - 基础品质							Matis 施法者护臂的制造图样。		
_BCFF98E32359BADA	bcmaea21	施法者背心 - 基础品质							Matis 施法者背心的制造图样。		
_249E67F28763C83E	bctaea17	施法者靴子 - 基础品质							Tryker 施法者靴子的制造图样。		
_5279BCCBE6D0DDAC	bctaea18	施法者手套 - 基础品质							Tryker 施法者手套的制造图样。		
_765ECB013387D8BD	bctaed07_tacp	施法者裤子 - 基础品质							Tryker 施法者裤子的制造图样。		
_298FAC3918A86156	bctaea20	施法者护臂 - 基础品质							Tryker 施法者护臂的制造图样。		
_C84A01324D4CADCD	bctaea21	施法者背心 - 基础品质							Tryker 施法者背心的制造图样。		
_7DCC013517908D41	bczaea17	施法者靴子 - 基础品质							Zoraï 施法者靴子的制造图样。		
_F3CECB001719514B	bczaea18	施法者手套 - 基础品质							Zoraï 施法者手套的制造图样。		
_AEC0B87469EAE60D	bczaed07_zacp	施法者裤子 - 基础品质							Zoraï 施法者裤子的制造图样。		
_D417ACE770E8E51C	bczaea20	施法者护臂 - 基础品质							Zoraï 施法者护臂的制造图样。		
_BAB0C2E8A239EE56	bczaea21	施法者背心 - 基础品质							Zoraï 施法者背心的制造图样。		
_73169FFEFE4484D0	bcfaea17_2	施法者靴子 - 中等品质							中等品质 Fyros 施法者靴子的制造图样。		
_605F58DBF9F61DE7	bcfaea18_2	施法者手套 - 中等品质							中等品质 Fyros 施法者手套的制造图样。		
_7D94DD385C46079F	bcfaed08_facp_2	施法者裤子 - 中等品质							中等品质 Fyros 施法者裤子的制造图样。		
_FA804DAFE95CF6C8	bcfaea20_2	施法者护臂 - 中等品质							中等品质 Fyros 施法者护臂的制造图样。		
_3660298D2F4C8C2C	bcfaea21_2	施法者背心 - 中等品质							中等品质 Fyros 施法者背心的制造图样。		
_D4140C493F4CBA93	bcfaec02_fahb_2	重型靴子 - 中等品质							中等品质 Fyros 重型靴子的制造图样。		
_CB261058E0F5D057	bcfaec05_fahg_2	重型手套 - 中等品质							中等品质 Fyros 重型手套的制造图样。		
_0946104F2285B055	bcfaec08_fahh_2	重型头盔 - 中等品质							中等品质 Fyros 重型头盔的制造图样。		
_51F50C49FF4C82AE	bcfaec11_fahp_2	重型裤子 - 中等品质							中等品质 Fyros 重型裤子的制造图样。		
_D408D702C76C1AA5	bcfaec14_fahs_2	重型护臂 - 中等品质							中等品质 Fyros 重型护臂的制造图样。		
_5F4121C05B098A4D	bcfaec17_fahv_2	重型背心 - 中等品质							中等品质 Fyros 重型背心的制造图样。		
_D5C4D44ABDECC297	bcfaea02_falb_2	轻型靴子 - 中等品质							中等品质 Fyros 轻型靴子的制造图样。		
_8B4528575E55D85B	bcfaea05_falg_2	轻型手套 - 中等品质							中等品质 Fyros 轻型手套的制造图样。		
_52A5D44A3FDC8AB2	bcfaea08_falp_2	轻型裤子 - 中等品质							中等品质 Fyros 轻型裤子的制造图样。		
_5268E70183CC22A4	bcfaea11_fals_2	轻型护臂 - 中等品质							中等品质 Fyros 轻型护臂的制造图样。		
_60410DAD99A9A251	bcfaea14_falv_2	轻型背心 - 中等品质							中等品质 Fyros 轻型背心的制造图样。		
_80E38D4D5E8413A4	bcfaeb17_famb_2	中型靴子 - 中等品质							中等品质 Fyros 中型靴子的制造图样。		
_8805340A397973A1	bcfaeb20_famg_2	中型手套 - 中等品质							中等品质 Fyros 中型手套的制造图样。		
_04E38D4CDA750FA4	bcfaeb23_famp_2	中型裤子 - 中等品质							中等品质 Fyros 中型裤子的制造图样。		
_DB9BD36742FC1759	bcfaeb26_fams_2	中型护臂 - 中等品质							中等品质 Fyros 中型护臂的制造图样。		
_22B20D497D5C4E80	bcfaeb29_famv_2	中型背心 - 中等品质							中等品质 Fyros 中型背心的制造图样。		
_F405BBFE7D6424D1	bcmaea17_2	施法者靴子 - 中等品质							中等品质 Matis 施法者靴子的制造图样。		
_E14E74D57A7539E1	bcmaea18_2	施法者手套 - 中等品质							中等品质 Matis 施法者手套的制造图样。		
_FE83FD3A56B60799	bcmaed08_macp_2	施法者裤子 - 中等品质							中等品质 Matis 施法者裤子的制造图样。		
_7B6F51B1E3CCF6C2	bcmaea20_2	施法者护臂 - 中等品质							中等品质 Matis 施法者护臂的制造图样。		
_794F458D2FEC940E	bcmaea21_2	施法者背心 - 中等品质							中等品质 Matis 施法者背心的制造图样。		
_53A4B05239BCBA93	bcmaec02_mahb_2	重型靴子 - 中等品质							中等品质 Matis 重型靴子的制造图样。		
_4C15305ADA65D051	bcmaec05_mahg_2	重型手套 - 中等品质							中等品质 Matis 重型手套的制造图样。		
_8A3530511CF5B04F	bcmaec08_mahh_2	重型头盔 - 中等品质							中等品质 Matis 重型头盔的制造图样。		
_D085B052F9BC82AE	bcmaec11_mahp_2	重型裤子 - 中等品质							中等品质 Matis 重型裤子的制造图样。		
_CEE8DB04C1DC02A7	bcmaec14_mahs_2	重型护臂 - 中等品质							中等品质 Matis 重型护臂的制造图样。		
_5F512DAA17798A4D	bcmaec17_mahv_2	重型背心 - 中等品质							中等品质 Matis 重型背心的制造图样。		
_54547853B75CC297	bcmaea02_malb_2	轻型靴子 - 中等品质							中等品质 Matis 轻型靴子的制造图样。		
_0C34485958C5D855	bcmaea05_malg_2	轻型手套 - 中等品质							中等品质 Matis 轻型手套的制造图样。		
_D1357853394C8AB2	bcmaea08_malp_2	轻型裤子 - 中等品质							中等品质 Matis 轻型裤子的制造图样。		
_4C48EB037D3C0AA6	bcmaea11_mals_2	轻型护臂 - 中等品质							中等品质 Matis 轻型护臂的制造图样。		
_605119975519A251	bcmaea14_malv_2	轻型背心 - 中等品质							中等品质 Matis 轻型背心的制造图样。		
_01D2AD4F17E4139E	bcmaeb02_mamb_2	中型靴子 - 中等品质							中等品质 Matis 中型靴子的制造图样。		
